Airline,Source_Airport,Destination_Airport,Route,Stops_Number,Price,Day,Month,Dep_hour,Arr_hour,Sum_Duration
46,3,27,97.0,1,400,9,5,9,14,6.25
2,3,18,5.0,1,700,9,5,5,9,5.42
2,3,27,5.0,1,800,9,5,5,8,4.75
32,3,36,37.0,1,600,9,5,12,20,9.58
46,3,18,104.0,1,600,9,5,11,20,9.67
48,3,18,20.0,1,700,9,5,13,20,8.25
25,3,36,104.0,1,800,9,5,5,11,7.25
22,3,27,18.0,1,800,9,5,15,22,8.33
22,3,36,18.0,1,800,9,5,15,22,8.58
22,3,27,53.0,2,900,9,5,15,22,8.58
32,3,27,37.0,1,1000,9,5,12,19,8.0
32,3,18,37.0,1,1000,9,5,12,19,8.42
29,3,18,94.0,1,1000,9,5,6,13,7.83
29,3,18,94.0,1,1000,9,5,5,13,9.58
42,3,36,68.0,1,1200,9,5,0,8,8.67
15,3,36,18.0,1,1300,9,5,18,22,5.83
12,3,36,9.0,1,1400,9,5,16,22,7.75
42,3,27,68.0,1,1400,9,5,0,8,9.0
5,3,36,11.0,1,1400,9,5,16,22,7.42
42,3,18,68.0,1,1400,9,5,4,10,6.17
9,3,18,37.0,1,1500,9,5,15,20,6.17
9,3,36,37.0,1,1500,9,5,15,21,7.0
27,3,36,26.0,1,1500,9,5,7,12,6.58
27,3,36,26.0,1,1500,9,5,17,22,6.75
27,3,36,19.0,1,1600,9,5,8,13,6.92
27,3,27,26.0,1,1600,9,5,17,22,6.42
27,3,27,19.0,1,1600,9,5,16,22,7.42
15,3,27,18.0,1,1800,9,5,18,22,5.58
32,3,27,38.0,1,1400,9,5,13,21,9.42
48,3,27,86.0,1,1500,9,5,12,21,9.25
27,3,18,26.0,1,1500,9,5,7,14,8.67
27,3,36,59.0,2,1600,9,5,4,12,9.0
27,3,36,59.0,2,1600,9,5,8,16,9.33
42,3,36,68.0,1,1800,9,5,10,19,9.67
42,3,18,68.0,1,2000,9,5,10,18,9.25
9,3,27,37.0,1,2100,9,5,6,14,8.83
23,3,18,24.0,1,2100,9,5,5,14,9.5
12,3,27,26.0,1,2200,9,5,17,22,6.42
24,3,18,4.0,1,2400,9,5,4,11,8.08
12,3,27,19.0,1,2600,9,5,16,22,7.42
27,3,27,59.0,2,3300,9,5,8,16,9.75
25,3,36,104.0,1,600,6,6,5,11,7.25
29,3,18,94.0,1,700,6,6,6,13,7.83
2,3,18,5.0,1,700,6,6,5,9,5.42
2,3,27,5.0,1,700,6,6,5,8,4.75
22,3,36,18.0,1,700,6,6,5,10,6.25
22,3,27,53.0,2,800,6,6,5,12,8.33
29,3,18,94.0,1,800,6,6,6,13,7.83
29,3,18,94.0,1,900,6,6,5,13,9.58
29,3,18,94.0,1,1000,6,6,5,13,9.58
22,3,27,18.0,1,1000,6,6,15,22,8.5
22,3,36,18.0,1,1000,6,6,15,22,8.58
29,3,18,36.0,2,1000,6,6,6,13,8.75
42,3,27,68.0,1,1200,6,6,0,8,9.0
42,3,36,68.0,1,1300,6,6,0,8,8.67
12,3,36,9.0,1,1300,6,6,16,22,7.75
12,3,27,19.0,1,1500,6,6,16,22,7.42
9,3,18,37.0,1,1500,6,6,15,20,6.17
9,3,36,37.0,1,1500,6,6,15,21,7.0
9,3,36,37.0,1,1500,6,6,6,14,8.92
27,3,36,26.0,1,1500,6,6,17,22,6.75
27,3,18,19.0,1,1600,6,6,16,23,7.92
23,3,18,24.0,1,1600,6,6,5,14,9.5
9,3,27,37.0,1,1600,6,6,6,14,8.83
27,3,27,26.0,1,1600,6,6,17,22,6.42
42,3,18,68.0,1,1600,6,6,4,10,6.17
27,3,27,19.0,1,1700,6,6,16,22,7.42
12,3,27,26.0,1,1800,6,6,17,22,6.42
45,3,18,6.0,1,1900,6,6,5,14,9.83
23,3,18,24.0,1,2000,6,6,5,14,9.5
12,3,27,19.0,1,2200,6,6,4,12,8.25
45,3,18,6.0,1,2300,6,6,5,14,9.83
24,3,18,4.0,1,2400,6,6,4,11,8.08
27,3,27,19.0,1,2500,6,6,4,12,8.25
27,3,27,59.0,2,3300,6,6,8,16,9.75
9,3,36,37.0,1,1400,6,6,15,21,7.0
27,3,27,19.0,1,1400,6,6,16,22,7.42
27,3,18,19.0,1,1400,6,6,16,23,7.92
32,3,27,38.0,1,1500,6,6,13,21,9.42
27,3,27,26.0,1,1500,6,6,17,22,6.42
9,3,27,37.0,1,1600,6,6,6,14,8.83
27,3,27,19.0,1,1600,6,6,16,22,7.42
45,3,18,6.0,1,1600,6,6,5,14,9.83
27,3,27,26.0,1,1700,6,6,17,22,6.42
23,3,18,24.0,1,1700,6,6,5,14,9.5
46,3,27,97.0,1,300,6,6,9,14,5.42
2,3,18,5.0,1,600,6,6,5,9,5.42
32,3,36,37.0,1,500,6,6,12,20,9.58
32,3,18,37.0,1,500,6,6,12,19,8.42
46,3,18,104.0,1,600,6,6,11,20,9.67
32,3,27,37.0,1,700,6,6,12,19,8.0
48,3,18,20.0,1,900,6,6,13,20,8.25
9,3,18,37.0,1,1300,6,6,15,20,6.17
42,3,36,68.0,1,1200,6,6,0,8,8.67
48,3,27,86.0,1,1300,6,6,12,21,9.25
23,3,18,24.0,1,1300,6,6,5,14,9.5
27,3,36,26.0,1,1400,6,6,17,22,6.75
9,3,36,37.0,1,1400,6,6,6,14,8.92
15,3,27,18.0,1,1900,6,6,6,14,9.67
24,3,18,4.0,1,2400,6,6,4,11,8.08
27,3,27,19.0,1,2400,6,6,4,12,8.25
27,3,27,59.0,2,3300,6,6,8,16,9.75
46,3,35,49.0,1,200,7,6,10,16,6.58
46,3,27,87.0,1,300,7,6,9,14,6.25
32,3,18,40.0,1,300,7,6,20,1,5.5
2,3,18,5.0,1,500,7,6,5,9,5.42
22,3,36,18.0,1,600,7,6,15,22,8.58
22,3,27,18.0,1,600,7,6,15,22,8.5
25,3,36,104.0,1,600,7,6,5,11,7.25
2,3,18,5.0,1,600,7,6,10,17,8.42
31,3,18,26.0,1,600,7,6,8,14,7.17
22,3,27,53.0,2,600,7,6,15,22,8.67
29,3,18,94.0,1,700,7,6,6,13,7.83
48,3,36,28.0,1,700,7,6,12,18,6.75
48,3,18,20.0,1,700,7,6,13,20,8.17
48,3,36,7.0,1,800,7,6,14,22,9.75
45,3,18,6.0,1,800,7,6,5,13,9.58
22,3,36,18.0,1,800,7,6,5,10,6.25
29,3,18,94.0,1,800,7,6,6,13,7.83
29,3,18,94.0,1,900,7,6,5,13,9.58
12,3,36,9.0,1,900,7,6,16,22,7.75
45,3,18,6.0,1,900,7,6,5,13,9.58
23,3,18,24.0,1,1000,7,6,5,14,9.5
12,3,18,56.0,2,1000,7,6,8,17,10.0
42,3,18,68.0,1,1000,7,6,4,10,6.17
42,3,18,68.0,1,1000,7,6,10,18,9.25
27,3,27,19.0,1,1000,7,6,16,22,7.42
12,3,27,19.0,1,1100,7,6,16,22,7.42
23,3,18,24.0,1,1200,7,6,5,14,9.5
42,3,27,68.0,1,1200,7,6,10,18,8.92
29,3,18,94.0,1,1200,7,6,5,13,9.58
27,3,27,26.0,1,1200,7,6,17,22,6.42
45,3,18,6.0,1,1200,7,6,5,13,9.58
12,3,27,26.0,1,1200,7,6,17,22,6.42
42,3,36,68.0,1,1200,7,6,0,8,8.67
42,3,36,68.0,1,1200,7,6,10,19,9.67
12,3,36,9.0,1,1300,7,6,4,11,8.08
27,3,36,19.0,1,1300,7,6,8,13,6.92
9,3,36,37.0,1,1300,7,6,15,21,7.0
9,3,36,37.0,1,1300,7,6,6,14,8.92
9,3,27,37.0,1,1400,7,6,6,14,8.83
27,3,27,26.0,1,1400,7,6,17,22,6.42
15,3,36,37.0,1,1400,7,6,6,14,8.5
9,3,18,37.0,1,1400,7,6,15,20,6.17
27,3,18,19.0,1,1400,7,6,16,23,7.92
15,3,36,38.0,1,1500,7,6,8,14,7.08
27,3,18,19.0,1,1500,7,6,4,12,8.75
27,3,27,19.0,1,1600,7,6,16,22,7.42
27,3,27,19.0,1,1600,7,6,4,12,8.25
27,3,36,59.0,2,1600,7,6,4,12,9.0
27,3,36,59.0,2,1700,7,6,8,16,9.33
27,3,27,19.0,1,1700,7,6,4,12,8.25
5,3,36,11.0,1,2400,7,6,16,22,7.42
24,3,18,4.0,1,2400,7,6,4,11,8.08
12,3,27,19.0,1,1800,7,6,4,12,8.25
5,3,18,11.0,1,3100,7,6,7,16,9.42
25,3,7,104.0,1,600,6,6,5,10,6.5
7,3,7,94.0,1,700,6,6,6,11,6.0
2,3,19,5.0,1,700,6,6,5,10,6.08
7,3,26,94.0,1,700,6,6,6,12,6.67
29,3,19,94.0,1,700,6,6,6,13,7.92
25,3,7,104.0,1,700,6,6,10,18,8.58
25,3,26,104.0,1,700,6,6,10,18,8.92
7,3,7,34.0,1,700,6,6,11,19,8.92
7,3,19,94.0,1,700,6,6,6,12,7.17
2,3,26,5.0,1,800,6,6,5,10,6.08
25,3,19,104.0,1,800,6,6,5,11,7.5
29,3,26,94.0,1,800,6,6,5,11,7.5
42,3,19,68.0,1,1000,6,6,4,10,6.42
42,3,26,68.0,1,700,6,6,0,9,9.58
29,3,19,94.0,1,800,6,6,5,13,9.67
29,3,7,94.0,1,800,6,6,5,12,8.0
42,3,19,68.0,1,1000,6,6,4,13,10.0
2,3,19,65.0,2,1000,6,6,12,20,9.17
27,3,7,26.0,1,1300,6,6,17,22,6.42
27,3,7,19.0,1,1300,6,6,16,22,6.92
27,3,7,19.0,1,1300,6,6,4,10,7.08
27,3,7,19.0,1,1300,6,6,4,12,9.08
12,3,26,9.0,1,1600,6,6,16,22,6.92
12,3,7,9.0,1,1700,6,6,16,22,7.08
9,3,7,37.0,1,1700,6,6,15,22,7.67
34,3,26,38.0,1,1700,6,6,4,10,6.33
9,3,26,37.0,1,1700,6,6,15,20,6.25
9,3,19,37.0,1,1700,6,6,6,11,6.42
9,3,19,37.0,1,1700,6,6,15,21,7.08
9,3,19,37.0,1,1800,6,6,15,20,6.0
9,3,19,37.0,1,1800,6,6,6,12,7.33
27,3,26,19.0,1,1800,6,6,16,22,6.67
18,3,7,63.0,1,1300,6,6,23,8,9.58
48,3,7,4.0,1,1300,6,6,14,22,9.58
27,3,26,60.0,3,1700,6,6,4,13,9.27
9,3,7,37.0,1,1700,6,6,6,14,9.08
9,3,26,37.0,1,1700,6,6,6,14,9.25
42,3,7,68.0,1,1700,6,6,0,9,9.92
34,3,19,38.0,1,1700,6,6,4,12,8.42
9,3,26,37.0,1,1700,6,6,6,14,9.0
2,3,19,5.0,1,1700,6,6,5,13,9.08
27,3,26,19.0,1,1800,6,6,4,11,7.33
27,3,26,19.0,1,1800,6,6,4,13,9.33
24,3,19,4.0,1,2100,6,6,4,13,9.83
24,3,19,4.0,1,2300,6,6,4,11,7.25
27,3,26,19.0,1,2400,6,6,8,14,7.17
27,3,19,26.0,1,2700,6,6,7,12,5.75
27,3,19,26.0,1,2700,6,6,7,13,6.75
27,3,7,19.0,1,2800,6,6,8,15,8.92
27,3,7,26.0,1,2900,6,6,7,16,9.83
27,3,7,26.0,1,4600,6,6,7,12,5.83
27,3,7,19.0,1,3900,6,6,8,13,6.92
24,3,26,4.0,1,4300,6,6,4,11,7.25
27,3,7,83.0,2,3000,6,6,7,13,7.67
24,3,7,4.0,1,4300,6,6,4,11,7.75
27,3,7,26.0,1,3400,6,6,7,14,7.83
27,3,7,59.0,2,5400,6,6,8,16,9.08
9,3,26,102.0,2,6000,6,6,6,14,9.08
25,3,7,104.0,1,600,7,6,5,10,6.5
31,3,19,26.0,1,600,7,6,8,14,7.08
2,3,26,5.0,1,600,7,6,5,10,6.08
7,3,7,94.0,1,700,7,6,6,11,6.0
25,3,7,104.0,1,600,7,6,10,18,8.58
29,3,19,94.0,1,700,7,6,6,13,7.92
2,3,19,5.0,1,700,7,6,5,10,6.08
42,3,26,68.0,1,700,7,6,7,13,7.58
42,3,26,68.0,1,700,7,6,10,17,8.33
7,3,26,94.0,1,700,7,6,6,12,6.67
42,3,19,68.0,1,700,7,6,4,10,6.42
42,3,19,68.0,1,700,7,6,7,13,7.83
42,3,19,68.0,1,700,7,6,10,17,7.92
7,3,19,94.0,1,700,7,6,6,12,7.17
2,3,7,5.0,1,800,7,6,10,16,7.33
29,3,19,34.0,1,800,7,6,6,12,7.67
7,3,7,34.0,1,700,7,6,11,19,8.92
29,3,7,34.0,1,700,7,6,10,18,8.92
42,3,26,68.0,1,700,7,6,0,9,9.58
42,3,26,68.0,1,700,7,6,4,13,9.75
25,3,26,104.0,1,700,7,6,10,18,8.92
42,3,19,68.0,1,700,7,6,4,13,10.0
2,3,19,64.0,1,800,7,6,6,13,7.5
25,3,19,104.0,1,800,7,6,10,19,9.08
29,3,26,94.0,1,800,7,6,5,11,7.58
29,3,19,94.0,1,800,7,6,5,13,9.67
29,3,7,94.0,1,800,7,6,5,12,8.0
42,3,7,68.0,1,900,7,6,0,9,9.92
42,3,7,68.0,1,900,7,6,10,18,8.5
25,3,19,104.0,1,1100,7,6,5,11,7.5
2,3,19,5.0,1,1100,7,6,10,15,6.92
9,3,7,37.0,1,1300,7,6,15,22,7.67
9,3,7,37.0,1,1300,7,6,6,14,9.08
27,3,7,26.0,1,1300,7,6,17,22,6.42
12,3,26,9.0,1,1300,7,6,16,22,6.92
27,3,7,19.0,1,1300,7,6,8,13,6.92
12,3,26,9.0,1,1300,7,6,4,11,7.42
27,3,7,19.0,1,1300,7,6,16,22,6.92
27,3,7,19.0,1,1300,7,6,4,10,7.08
27,3,7,19.0,1,1300,7,6,8,15,8.92
27,3,7,19.0,1,1300,7,6,4,12,9.08
27,3,7,19.0,1,1300,7,6,8,16,9.92
12,3,7,9.0,1,1400,7,6,16,22,7.08
27,3,7,59.0,2,1400,7,6,8,16,9.08
12,3,19,9.0,1,1400,7,6,4,12,8.5
2,3,26,5.0,1,1500,7,6,10,14,5.75
2,3,26,5.0,1,1500,7,6,10,17,8.0
9,3,19,37.0,1,1700,7,6,15,21,7.08
9,3,26,37.0,1,1700,7,6,15,20,6.25
27,3,26,19.0,1,1700,7,6,8,14,7.17
27,3,7,26.0,1,1900,7,6,7,12,5.83
9,3,19,37.0,1,1800,7,6,15,20,6.0
34,3,26,38.0,1,1700,7,6,4,10,6.33
9,3,19,37.0,1,1700,7,6,6,11,6.42
27,3,26,19.0,1,1800,7,6,16,22,6.67
34,3,19,38.0,1,1700,7,6,4,10,6.75
24,3,19,4.0,1,2300,7,6,4,11,7.25
24,3,26,4.0,1,4300,7,6,4,11,7.25
27,3,26,19.0,1,1800,7,6,4,11,7.33
5,3,7,11.0,1,2300,7,6,7,14,7.67
24,3,7,4.0,1,4300,7,6,4,11,7.75
5,3,26,11.0,1,1800,7,6,7,14,7.83
27,3,7,26.0,1,2000,7,6,7,14,7.83
34,3,19,38.0,1,1700,7,6,4,12,8.42
46,3,27,97.0,1,200,8,6,9,15,6.83
2,3,18,5.0,1,500,8,6,5,9,5.42
22,3,36,18.0,1,600,8,6,15,22,8.58
22,3,27,18.0,1,600,8,6,15,22,8.5
32,3,35,42.0,1,700,8,6,13,18,6.33
46,3,18,104.0,1,500,8,6,11,20,9.67
22,3,27,53.0,2,600,8,6,15,22,8.67
48,3,27,86.0,1,600,8,6,13,21,8.75
45,3,18,6.0,1,800,8,6,5,13,9.58
29,3,18,36.0,2,800,8,6,6,13,8.75
29,3,18,94.0,1,900,8,6,5,10,6.67
29,3,18,94.0,1,900,8,6,6,13,7.83
29,3,18,94.0,1,900,8,6,5,13,9.58
45,3,18,6.0,1,900,8,6,5,13,9.58
22,3,36,18.0,1,900,8,6,5,10,6.25
12,3,36,9.0,1,900,8,6,16,22,7.75
32,3,27,37.0,1,1000,8,6,12,20,9.75
29,3,18,94.0,1,1000,8,6,5,10,6.67
29,3,18,94.0,1,1000,8,6,6,13,7.83
29,3,18,94.0,1,1000,8,6,5,13,9.58
45,3,18,6.0,1,1100,8,6,5,13,9.58
23,3,18,6.0,1,1200,8,6,5,13,9.58
42,3,27,68.0,1,1200,8,6,0,8,9.0
42,3,18,68.0,1,1200,8,6,4,10,6.17
27,3,27,26.0,1,1200,8,6,17,22,6.42
27,3,27,19.0,1,1200,8,6,4,12,8.25
12,3,27,26.0,1,1200,8,6,17,22,6.42
42,3,36,68.0,1,1200,8,6,0,8,8.67
42,3,36,68.0,1,1200,8,6,10,19,9.67
15,3,36,18.0,1,1200,8,6,18,22,5.83
12,3,27,19.0,1,1300,8,6,4,12,8.25
42,3,18,68.0,1,1400,8,6,7,14,8.42
9,3,36,37.0,1,1500,8,6,15,21,7.0
9,3,18,37.0,1,1500,8,6,15,20,6.17
27,3,36,19.0,1,1500,8,6,8,13,6.92
27,3,18,19.0,1,1500,8,6,16,23,7.92
27,3,27,26.0,1,1600,8,6,17,22,6.42
27,3,27,19.0,1,1600,8,6,4,12,8.25
5,3,36,11.0,1,1700,8,6,16,22,7.42
15,3,27,26.0,1,1700,8,6,15,22,7.83
27,3,18,19.0,1,1500,8,6,4,13,10.0
27,3,36,59.0,2,1600,8,6,4,12,9.0
42,3,18,68.0,1,1600,8,6,10,18,9.25
23,3,18,24.0,1,1800,8,6,5,14,9.5
23,3,18,24.0,1,2000,8,6,5,14,9.5
9,3,36,37.0,1,2100,8,6,6,14,8.92
9,3,27,37.0,1,2800,8,6,6,14,8.83
27,3,27,59.0,2,2900,8,6,8,16,9.75
24,3,18,4.0,1,4300,8,6,4,11,8.08
22,3,36,18.0,1,500,6,7,5,10,6.25
22,3,36,18.0,1,500,6,7,15,22,8.58
22,3,27,18.0,1,500,6,7,15,22,8.5
2,3,18,5.0,1,800,6,7,5,9,5.42
32,3,35,42.0,1,800,6,7,13,18,6.33
5,3,36,11.0,1,800,6,7,16,22,7.42
42,3,18,68.0,1,900,6,7,4,10,6.17
22,3,27,53.0,2,600,6,7,15,22,8.67
42,3,18,68.0,1,700,6,7,16,0,8.58
32,3,27,42.0,1,800,6,7,13,21,9.08
42,3,18,68.0,1,800,6,7,7,14,8.42
29,3,36,94.0,1,800,6,7,6,13,7.92
29,3,18,94.0,1,900,6,7,6,13,7.83
29,3,36,94.0,1,900,6,7,5,13,9.67
29,3,18,94.0,1,900,6,7,5,10,6.67
29,3,18,94.0,1,900,6,7,5,13,9.58
42,3,18,68.0,1,1000,6,7,10,18,9.25
27,3,27,19.0,1,1000,6,7,4,12,8.25
29,3,18,94.0,1,1100,6,7,6,13,7.83
32,3,27,37.0,1,1100,6,7,12,20,9.75
12,3,27,19.0,1,1100,6,7,4,12,8.25
5,3,27,11.0,1,1100,6,7,7,16,9.83
12,3,36,9.0,1,1100,6,7,16,22,7.75
42,3,27,68.0,1,1200,6,7,0,8,9.0
29,3,18,94.0,1,1200,6,7,5,10,6.67
29,3,18,94.0,1,1200,6,7,5,13,9.58
42,3,36,68.0,1,1200,6,7,0,8,8.67
42,3,36,68.0,1,1200,6,7,10,19,9.67
25,3,36,104.0,1,1200,6,7,10,18,8.42
12,3,36,9.0,1,1300,6,7,4,11,8.08
29,3,18,36.0,2,1300,6,7,6,13,8.75
23,3,18,24.0,1,1400,6,7,5,14,9.5
12,3,18,56.0,2,1500,6,7,8,17,10.0
9,3,18,37.0,1,1500,6,7,15,20,6.17
9,3,36,37.0,1,1500,6,7,15,21,7.0
9,3,36,37.0,1,1500,6,7,6,14,8.92
27,3,18,26.0,1,1500,6,7,7,14,8.67
27,3,36,26.0,1,1500,6,7,7,12,6.58
27,3,36,26.0,1,1500,6,7,17,22,6.75
27,3,18,19.0,1,1500,6,7,16,23,7.92
27,3,18,19.0,1,1500,6,7,4,12,8.75
27,3,18,19.0,1,1500,6,7,4,13,10.0
9,3,27,37.0,1,1500,6,7,6,14,8.83
24,3,18,4.0,1,1600,6,7,4,11,8.08
24,3,36,4.0,1,1600,6,7,4,13,9.67
27,3,27,19.0,1,1600,6,7,4,12,8.25
27,3,36,59.0,2,1600,6,7,4,12,9.0
27,3,36,59.0,2,1700,6,7,8,16,9.33
27,3,27,59.0,2,1700,6,7,8,16,9.75
25,3,36,104.0,1,4700,6,7,10,18,8.42
23,3,18,24.0,1,4800,6,7,5,14,9.5
46,3,27,87.0,1,400,7,7,9,14,6.17
46,3,36,88.0,2,400,7,7,9,18,9.42
46,3,18,51.0,1,500,7,7,11,16,6.67
5,3,36,11.0,1,600,7,7,16,22,7.42
42,3,18,68.0,1,700,7,7,16,0,8.58
22,3,36,18.0,1,700,7,7,5,10,6.25
22,3,27,18.0,1,700,7,7,15,22,8.5
22,3,36,18.0,1,700,7,7,15,22,8.58
2,3,18,5.0,1,800,7,7,5,9,5.42
22,3,27,53.0,2,800,7,7,15,22,8.67
29,3,18,94.0,1,900,7,7,5,13,9.58
29,3,18,94.0,1,900,7,7,6,13,7.83
32,3,27,38.0,1,900,7,7,13,22,9.58
2,3,18,5.0,1,1000,7,7,10,17,8.08
42,3,18,68.0,1,1000,7,7,4,10,6.17
42,3,18,68.0,1,1000,7,7,10,18,9.25
12,3,36,9.0,1,1000,7,7,16,22,7.75
42,3,18,68.0,1,1000,7,7,7,14,8.42
12,3,27,26.0,1,1100,7,7,17,22,6.42
29,3,18,94.0,1,1100,7,7,5,13,9.58
27,3,27,26.0,1,1200,7,7,17,22,6.42
42,3,27,68.0,1,1200,7,7,10,18,8.92
27,3,27,19.0,1,1200,7,7,16,22,7.42
25,3,36,104.0,1,1200,7,7,5,11,7.25
12,3,36,9.0,1,1300,7,7,4,11,8.08
12,3,27,19.0,1,1300,7,7,16,22,7.42
29,3,18,94.0,1,1400,7,7,6,13,7.83
15,3,36,18.0,1,1400,7,7,18,22,5.83
9,3,18,37.0,1,1500,7,7,15,20,6.42
9,3,36,37.0,1,1500,7,7,15,21,7.25
42,3,27,68.0,1,1200,7,7,0,8,9.0
42,3,36,68.0,1,1200,7,7,0,8,8.67
42,3,36,68.0,1,1200,7,7,10,19,9.67
27,3,27,19.0,1,1400,7,7,4,12,8.25
48,3,36,10.0,1,1400,7,7,12,19,8.08
12,3,27,19.0,1,1500,7,7,4,12,8.25
27,3,36,26.0,1,1500,7,7,17,22,6.75
27,3,18,19.0,1,1500,7,7,16,23,7.92
27,3,18,19.0,1,1500,7,7,4,12,8.75
27,3,18,19.0,1,1500,7,7,4,13,10.0
27,3,27,26.0,1,1600,7,7,17,22,6.42
27,3,27,19.0,1,1600,7,7,16,22,7.42
23,3,18,24.0,1,1600,7,7,5,14,9.5
27,3,36,59.0,2,1700,7,7,4,12,9.0
48,3,36,7.0,1,1700,7,7,13,20,7.5
11,3,36,22.0,1,1700,7,7,7,15,9.08
11,3,18,22.0,1,1900,7,7,7,15,9.67
24,3,36,4.0,1,1900,7,7,4,13,9.67
27,3,27,19.0,1,2100,7,7,4,12,8.25
23,3,18,24.0,1,2100,7,7,5,14,9.5
24,3,18,4.0,1,2400,7,7,4,11,8.08
9,3,27,37.0,1,2300,7,7,6,14,8.83
9,3,36,37.0,1,2200,7,7,6,14,8.92
32,3,18,40.0,1,300,6,8,18,0,7.17
22,3,36,18.0,1,500,6,8,5,10,6.25
22,3,36,18.0,1,500,6,8,15,22,8.58
22,3,27,18.0,1,500,6,8,15,22,8.5
25,3,36,104.0,1,600,6,8,5,11,7.25
22,3,27,18.0,1,600,6,8,5,14,10.0
29,3,18,94.0,1,600,6,8,6,13,7.83
42,3,18,68.0,1,700,6,8,16,0,8.58
46,3,35,49.0,1,700,6,8,10,16,6.75
2,3,18,5.0,1,800,6,8,5,9,5.42
29,3,18,94.0,1,800,6,8,6,13,7.83
32,3,18,7.0,1,800,6,8,12,19,7.92
32,3,36,37.0,1,800,6,8,12,18,7.75
32,3,27,37.0,1,900,6,8,12,20,9.0
5,3,36,11.0,1,900,6,8,16,23,7.83
32,3,27,38.0,1,1000,6,8,11,18,7.25
42,3,18,68.0,1,1000,6,8,4,10,6.17
42,3,18,68.0,1,1000,6,8,10,18,9.25
27,3,27,19.0,1,1000,6,8,16,22,7.42
12,3,27,19.0,1,1100,6,8,16,22,7.42
29,3,18,94.0,1,1100,6,8,5,10,6.67
42,3,27,68.0,1,1200,6,8,10,18,8.92
42,3,18,68.0,1,1200,6,8,7,14,8.42
42,3,36,68.0,1,1200,6,8,14,19,5.83
16,3,18,45.0,1,1400,6,8,12,17,6.08
23,3,18,24.0,1,1100,6,8,5,14,9.5
29,3,18,94.0,1,1100,6,8,5,13,9.58
42,3,36,68.0,1,1200,6,8,0,8,8.67
42,3,36,68.0,1,1200,6,8,10,19,9.67
12,3,36,9.0,1,1300,6,8,4,11,8.08
29,3,18,94.0,1,1400,6,8,5,10,6.67
29,3,18,94.0,1,1400,6,8,5,13,9.58
5,3,27,11.0,1,1400,6,8,7,16,9.83
12,3,18,56.0,2,1500,6,8,8,17,10.0
9,3,18,37.0,1,1500,6,8,15,20,6.17
9,3,36,37.0,1,1500,6,8,15,21,7.0
9,3,36,37.0,1,1500,6,8,6,14,8.92
27,3,36,26.0,1,1500,6,8,7,12,6.58
27,3,36,19.0,1,1500,6,8,8,13,6.83
27,3,18,19.0,1,1500,6,8,16,23,7.92
27,3,18,19.0,1,1500,6,8,4,12,8.75
27,3,36,19.0,1,1500,6,8,4,13,10.0
27,3,18,19.0,1,1500,6,8,4,13,10.0
5,3,36,11.0,1,1600,6,8,7,14,7.58
27,3,27,26.0,1,1600,6,8,17,22,6.42
27,3,27,19.0,1,1600,6,8,16,22,7.42
27,3,36,59.0,2,1600,6,8,4,12,9.0
27,3,27,59.0,2,1700,6,8,8,16,9.75
12,3,27,19.0,1,2200,6,8,4,12,8.25
27,3,27,19.0,1,2300,6,8,4,12,8.25
24,3,18,4.0,1,2400,6,8,4,11,8.08
46,3,18,97.0,1,300,7,8,9,15,6.42
22,3,36,18.0,1,500,7,8,5,10,6.25
22,3,36,18.0,1,400,7,8,15,22,8.58
46,3,18,51.0,1,500,7,8,11,16,6.67
22,3,27,18.0,1,500,7,8,15,22,8.5
22,3,27,53.0,2,600,7,8,15,22,8.67
2,3,18,5.0,1,800,7,8,5,9,5.42
46,3,36,51.0,1,500,7,8,11,19,9.17
42,3,18,68.0,1,700,7,8,16,0,8.58
32,3,27,42.0,1,700,7,8,12,21,9.92
2,3,18,5.0,1,800,7,8,10,17,8.42
29,3,36,94.0,1,800,7,8,6,13,7.92
29,3,18,94.0,1,900,7,8,6,13,7.83
48,3,36,7.0,1,900,7,8,13,20,8.08
32,3,35,89.0,1,900,7,8,14,21,8.5
42,3,18,68.0,1,1000,7,8,4,10,6.17
29,3,18,94.0,1,1000,7,8,6,13,7.83
2,3,27,5.0,1,1200,7,8,5,8,4.75
42,3,27,68.0,1,1200,7,8,10,18,8.92
42,3,27,68.0,1,1200,7,8,0,8,9.0
42,3,18,68.0,1,1200,7,8,10,18,9.25
42,3,18,68.0,1,1200,7,8,7,14,8.42
12,3,36,9.0,1,1200,7,8,16,22,7.75
42,3,36,68.0,1,1200,7,8,14,19,5.83
2,3,36,5.0,1,1300,7,8,5,9,5.42
5,3,36,11.0,1,1300,7,8,16,23,7.83
16,3,18,45.0,1,1400,7,8,12,17,6.08
31,3,18,26.0,1,1500,7,8,8,14,7.17
9,3,18,37.0,1,1500,7,8,15,20,6.17
9,3,36,37.0,1,1500,7,8,15,21,7.0
29,3,36,94.0,1,1100,7,8,5,13,9.67
48,3,36,10.0,1,1100,7,8,12,19,8.0
29,3,18,94.0,1,1100,7,8,5,13,9.58
42,3,36,68.0,1,1200,7,8,0,8,8.67
42,3,36,68.0,1,1200,7,8,10,19,9.67
23,3,18,24.0,1,1300,7,8,5,14,9.5
29,3,18,94.0,1,1400,7,8,5,13,9.58
27,3,27,19.0,1,1400,7,8,4,12,8.25
28,3,18,12.0,1,1400,7,8,12,20,9.25
12,3,27,19.0,1,1500,7,8,4,12,8.25
